PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr,Has_Provider_ID,Census_Status,Total_Nurse_Hours,HPRD_Total,Hour_Outlier_Flag
145908.0,AMBERWOOD CARE CENTRE,ROCKFORD,IL,Winnebago,201,2025Q1,2025-02-21,128.0,8.0,8.0,0.0,8.0,8.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,104.25,104.25,0.0,271.75,271.75,0.0,30.25,30.25,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,422.0,3.296875,Normal_Hours
395944.0,CHAMBERS POINTE HEALTH CARE CENTER,CHAMBERSBURG,PA,Franklin,55,2025Q1,2025-02-16,44.0,0.0,0.0,0.0,12.25,12.25,0.0,21.25,21.25,0.0,0.0,0.0,0.0,37.75,37.75,0.0,117.25,117.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,188.5,4.284090909090909,Normal_Hours
676282.0,BAYOU MANOR,HOUSTON,TX,Harris,201,2025Q1,2025-03-08,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,14.75,0.0,0.0,0.0,0.0,37.0,37.0,0.0,93.5,93.5,0.0,0.0,0.0,0.0,39.25,39.25,0.0,Valid_ID,Valid_Census,145.25,4.15,Normal_Hours
675542.0,JUNIPER VILLAGE AT LINCOLN HEIGHTS,SAN ANTONIO,TX,Bexar,29,2025Q1,2025-01-11,26.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,15.28,0.0,5.0,5.0,0.0,36.15,36.15,0.0,51.17,51.17,0.0,0.0,0.0,0.0,15.0,15.0,0.0,Valid_ID,Valid_Census,107.6,4.138461538461538,Normal_Hours
515088.0,RALEIGH CENTER,DANIELS,WV,Raleigh,81,2025Q1,2025-03-27,65.0,8.0,8.0,0.0,16.0,16.0,0.0,28.55,28.55,0.0,0.0,0.0,0.0,60.25,60.25,0.0,118.99,118.99,0.0,8.5,8.5,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,231.79,3.566,Normal_Hours
335858.0,WOODLAND POND AT NEW PALTZ,NEW PALTZ,NY,Ulster,111,2025Q1,2025-03-27,40.0,0.0,0.0,0.0,15.0,15.0,0.0,29.75,29.75,0.0,7.5,7.5,0.0,58.75,58.75,0.0,98.5,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,209.5,5.2375,Normal_Hours
676267.0,BRODIE RANCH NURSING AND REHABILITATION CENTER,AUSTIN,TX,Travis,453,2025Q1,2025-03-13,109.0,9.0,9.0,0.0,17.88,17.88,0.0,43.22,43.22,0.0,8.53,8.53,0.0,52.34,52.34,0.0,126.19,126.19,0.0,0.0,0.0,0.0,79.43,79.43,0.0,Valid_ID,Valid_Census,257.16,2.3592660550458717,Normal_Hours
235582.0,EVERGREEN HEALTH AND REHABILITATION CENTER,SOUTHFIELD,MI,Oakland,125,2025Q1,2025-01-28,165.0,8.0,8.0,0.0,62.1,62.1,0.0,64.8,64.8,0.0,25.5,25.5,0.0,163.5,163.5,0.0,301.5,301.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,625.4,3.79030303030303,Normal_Hours
525657.0,MONTELLO CARE CENTER,MONTELLO,WI,Marquette,77,2025Q1,2025-01-03,32.0,7.9,7.9,0.0,3.9,3.9,0.0,0.0,0.0,0.0,12.6,12.6,0.0,14.29,8.1,6.19,74.39,55.2,19.19,20.6,20.6,0.0,4.2,4.2,0.0,Valid_ID,Valid_Census,113.08,3.53375,Normal_Hours
235619.0,CHURCH OF CHRIST CARE CENTER,CLINTON TOWNSHIP,MI,Macomb,99,2025Q1,2025-02-01,110.0,0.0,0.0,0.0,8.1,8.1,0.0,47.0,47.0,0.0,0.0,0.0,0.0,97.75,90.5,7.25,249.65,226.65,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,402.5,3.659090909090909,Normal_Hours
165554.0,OSCEOLA SENIOR LIVING,SIBLEY,IA,Osceola,143,2025Q1,2025-03-30,36.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,14.25,0.0,0.0,0.0,16.13,15.38,0.75,87.92,52.36,35.56,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,118.3,3.286111111111111,Normal_Hours
675490.0,GOLDEN VILLA,ATLANTA,TX,Cass,67,2025Q1,2025-03-25,91.0,8.0,8.0,0.0,16.0,16.0,0.0,17.25,17.25,0.0,0.0,0.0,0.0,137.3,131.3,6.0,121.0,121.0,0.0,121.25,121.25,0.0,26.25,26.25,0.0,Valid_ID,Valid_Census,299.55,3.291758241758242,Normal_Hours
165492.0,LAKESIDE LUTHERAN HOME,EMMETSBURG,IA,Palo Alto,147,2025Q1,2025-02-08,39.0,0.0,0.0,0.0,3.5,3.5,0.0,26.4,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.19,61.89,21.3,0.0,0.0,0.0,34.3,34.3,0.0,Valid_ID,Valid_Census,113.09,2.89974358974359,Normal_Hours
455915.0,GRANBURY CARE CENTER,GRANBURY,TX,Hood,221,2025Q1,2025-02-02,131.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,122.4,122.4,0.0,134.25,134.25,0.0,15.64,15.64,0.0,54.11,54.11,0.0,Valid_ID,Valid_Census,264.65,2.020229007633588,Normal_Hours
155135.0,WESTVIEW NURSING AND REHABILITATION CENTER,BEDFORD,IN,Lawrence,93,2025Q1,2025-03-19,83.0,0.0,0.0,0.0,16.7,16.7,0.0,43.6,43.6,0.0,17.01,17.01,0.0,36.32,36.32,0.0,160.31,160.31,0.0,15.3,15.3,0.0,8.63,8.63,0.0,Valid_ID,Valid_Census,273.94,3.3004819277108437,Normal_Hours
195527.0,THE CARE CENTER OF DEQUINCY,DEQUINCY,LA,Calcasieu,19,2025Q1,2025-01-26,59.0,24.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.87,55.87,0.0,143.49,143.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,223.86,3.7942372881355935,Normal_Hours
56056.0,BRIER OAK ON SUNSET,LOS ANGELES,CA,Los Angeles,37,2025Q1,2025-02-12,140.0,8.0,8.0,0.0,0.0,0.0,0.0,42.27,42.27,0.0,24.0,24.0,0.0,115.58,115.58,0.0,347.85,347.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,537.7,3.840714285714286,Normal_Hours
675818.0,PARK MANOR OF CYFAIR,HOUSTON,TX,Harris,201,2025Q1,2025-01-27,99.0,7.5,7.5,0.0,0.0,0.0,0.0,34.25,34.25,0.0,0.0,0.0,0.0,103.55,103.55,0.0,167.6,167.6,0.0,0.0,0.0,0.0,29.75,29.75,0.0,Valid_ID,Valid_Census,312.9,3.16060606060606,Normal_Hours
245465.0,GALEON,OSAKIS,MN,Douglas,41,2025Q1,2025-03-15,37.0,0.0,0.0,0.0,3.5,3.5,0.0,19.05,19.05,0.0,0.0,0.0,0.0,40.59,40.59,0.0,51.4,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,114.54,3.095675675675676,Normal_Hours
185316.0,PRINCETON NURSING & REHABILITATION,PRINCETON,KY,Caldwell,33,2025Q1,2025-03-03,99.0,8.0,8.0,0.0,16.0,16.0,0.0,44.48,32.83,11.65,16.0,16.0,0.0,12.6,12.6,0.0,203.44,203.44,0.0,3.2,3.2,0.0,39.8,39.8,0.0,Valid_ID,Valid_Census,300.52,3.035555555555556,Normal_Hours
56069.0,SANTA CLARA POST ACUTE,SANTA CLARA,CA,Santa Clara,85,2025Q1,2025-03-20,177.0,8.0,8.0,0.0,17.28,17.28,0.0,90.36,90.36,0.0,33.1,33.1,0.0,168.41,168.41,0.0,450.86,450.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,768.01,4.339039548022599,Normal_Hours
175373.0,LIFE CARE CENTER OF BURLINGTON,BURLINGTON,KS,Coffey,31,2025Q1,2025-01-15,65.0,0.0,0.0,0.0,23.63,23.63,0.0,0.0,0.0,0.0,8.14,8.14,0.0,60.91,60.91,0.0,94.41,94.41,0.0,10.55,10.55,0.0,81.88,81.88,0.0,Valid_ID,Valid_Census,187.09,2.878307692307692,Normal_Hours
155797.0,ASPEN PLACE HEALTH CAMPUS,GREENSBURG,IN,Decatur,31,2025Q1,2025-03-10,49.0,8.0,8.0,0.0,8.0,8.0,0.0,49.37,49.37,0.0,0.0,0.0,0.0,19.66,19.66,0.0,83.57,83.57,0.0,0.0,0.0,0.0,26.08,26.08,0.0,Valid_ID,Valid_Census,168.6,3.440816326530612,Normal_Hours
335682.0,BEACH GARDENS REHAB AND NURSING CENTER,FAR ROCKAWAY,NY,Queens,81,2025Q1,2025-01-27,159.0,7.5,7.5,0.0,0.0,0.0,0.0,61.2,45.5,15.7,0.0,0.0,0.0,101.5,44.0,57.5,334.75,295.75,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,504.95,3.1757861635220124,Normal_Hours
445162.0,"AGAPE REHABILITATION & NURSING CENTER, A WATERS CM",JOHNSON CITY,TN,Washington,179,2025Q1,2025-01-27,75.0,8.0,8.0,0.0,8.0,8.0,0.0,36.25,36.25,0.0,0.0,0.0,0.0,46.25,46.25,0.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,237.5,3.1666666666666665,Normal_Hours
555775.0,BAYSHIRE RANCHO MIRAGE,RANCHO MIRAGE,CA,Riverside,65,2025Q1,2025-01-06,39.0,0.0,0.0,0.0,8.0,8.0,0.0,18.4,18.4,0.0,23.32,23.32,0.0,33.96,24.83,9.13,103.13,103.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,186.81,4.79,Normal_Hours
245529.0,BIGFORK VALLEY COMMUNITIES,BIGFORK,MN,Itasca,61,2025Q1,2025-02-16,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,21.25,0.0,0.0,0.0,0.0,7.5,7.5,0.0,48.25,48.25,0.0,0.0,0.0,0.0,24.5,24.5,0.0,Valid_ID,Valid_Census,77.0,4.052631578947368,Normal_Hours
365685.0,O'NEILL HEALTHCARE NORTH RIDGEVILLE,NORTH RIDGEVILLE,OH,Lorain,93,2025Q1,2025-01-12,137.0,0.0,0.0,0.0,0.0,0.0,0.0,48.75,48.75,0.0,0.0,0.0,0.0,124.5,124.5,0.0,278.75,278.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,452.0,3.2992700729927007,Normal_Hours
395289.0,WECARE AT SOUTH HILLS REHABILITATION AND NRSG CTR,CANONSBURG,PA,Washington,125,2025Q1,2025-01-02,66.0,7.5,7.5,0.0,22.6,22.6,0.0,46.6,46.6,0.0,0.0,0.0,0.0,53.1,53.1,0.0,132.7,132.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,262.5,3.977272727272727,Normal_Hours
55434.0,HAYWARD GARDENS POST ACUTE,HAYWARD,CA,Alameda,1,2025Q1,2025-01-14,69.0,8.0,8.0,0.0,0.0,0.0,0.0,54.57,54.57,0.0,0.0,0.0,0.0,82.11,82.11,0.0,170.47,166.97,3.5,6.58,6.58,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,315.15,4.567391304347826,Normal_Hours
335336.0,MARGARET TIETZ CENTER FOR NURSING CARE INC,JAMAICA,NY,Queens,81,2025Q1,2025-02-02,197.0,0.0,0.0,0.0,0.0,0.0,0.0,178.63,155.65,22.98,0.0,0.0,0.0,0.0,0.0,0.0,382.69,382.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,561.3199999999999,2.8493401015228423,Normal_Hours
675057.0,BALCH SPRINGS NURSING HOME,BALCH SPRINGS,TX,Dallas,113,2025Q1,2025-01-26,62.0,0.83,0.83,0.0,0.0,0.0,0.0,24.2,24.2,0.0,0.0,0.0,0.0,46.69,46.69,0.0,51.25,51.25,0.0,0.0,0.0,0.0,20.15,20.15,0.0,Valid_ID,Valid_Census,122.97,1.9833870967741936,Normal_Hours
345219.0,MAGNOLIA LANE NURSING AND REHABILITATION CENTER,MORGANTON,NC,Burke,23,2025Q1,2025-01-20,65.0,4.25,4.25,0.0,25.75,25.75,0.0,35.75,35.75,0.0,0.0,0.0,0.0,36.5,36.5,0.0,116.5,116.5,0.0,0.0,0.0,0.0,23.25,23.25,0.0,Valid_ID,Valid_Census,218.75,3.3653846153846154,Normal_Hours
165245.0,HILLCREST HEALTH CARE CENTER,HAWARDEN,IA,Sioux,167,2025Q1,2025-03-24,47.0,9.0,9.0,0.0,0.0,0.0,0.0,5.87,5.87,0.0,0.0,0.0,0.0,46.66,40.66,6.0,52.01,19.39,32.62,0.0,0.0,0.0,18.82,18.82,0.0,Valid_ID,Valid_Census,113.54,2.415744680851064,Normal_Hours
676419.0,LA HACIENDA DE PAZ REHABILITATION AND CARE CENTER,EAGLE PASS,TX,Maverick,323,2025Q1,2025-01-21,87.0,8.0,8.0,0.0,9.13,9.13,0.0,13.95,13.95,0.0,16.15,16.15,0.0,70.28,70.28,0.0,115.05,115.05,0.0,33.81,33.81,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,232.56,2.673103448275862,Normal_Hours
375195.0,WOODWARD SKILLED NURSING AND THERAPY,WOODWARD,OK,Woodward,153,2025Q1,2025-03-25,42.0,8.0,8.0,0.0,8.23,8.23,0.0,8.0,8.0,0.0,0.0,0.0,0.0,37.21,37.21,0.0,82.78,82.78,0.0,0.0,0.0,0.0,17.97,17.97,0.0,Valid_ID,Valid_Census,144.22,3.433809523809524,Normal_Hours
375497.0,STIGLER NURSING & REHAB,STIGLER,OK,Haskell,61,2025Q1,2025-01-13,49.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0,47.35,47.35,0.0,88.55,88.55,0.0,0.0,0.0,0.0,83.55,83.55,0.0,Valid_ID,Valid_Census,151.4,3.089795918367347,Normal_Hours
155076.0,BRICKYARD HEALTHCARE - BROOKVIEW CARE CENTER,INDIANAPOLIS,IN,Marion,97,2025Q1,2025-03-02,78.0,0.0,0.0,0.0,5.15,5.15,0.0,24.15,24.15,0.0,0.0,0.0,0.0,56.39,56.39,0.0,131.67,131.67,0.0,0.0,0.0,0.0,16.12,16.12,0.0,Valid_ID,Valid_Census,217.36,2.786666666666666,Normal_Hours
365666.0,INDIAN LAKE REHABILITATION CENTER,LAKEVIEW,OH,Logan,91,2025Q1,2025-03-16,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,24.5,24.5,0.0,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,102.0,2.6842105263157894,Normal_Hours
355080.0,DUNSEITH COM NURSING HOME,DUNSEITH,ND,Rolette,79,2025Q1,2025-01-06,27.0,7.0,7.0,0.0,0.0,0.0,0.0,8.25,8.25,0.0,0.0,0.0,0.0,17.25,17.25,0.0,61.0,61.0,0.0,0.0,0.0,0.0,8.5,8.5,0.0,Valid_ID,Valid_Census,93.5,3.462962962962963,Normal_Hours
285126.0,THE AMBASSADOR NEBRASKA CITY,NEBRASKA CITY,NE,Otoe,131,2025Q1,2025-02-15,48.0,0.0,0.0,0.0,0.0,0.0,0.0,24.58,24.58,0.0,0.0,0.0,0.0,25.3,25.3,0.0,66.46,66.46,0.0,0.0,0.0,0.0,71.47,71.47,0.0,Valid_ID,Valid_Census,116.34,2.42375,Normal_Hours
555323.0,AVIARA HEALTHCARE CENTER,ENCINITAS,CA,San Diego,73,2025Q1,2025-03-07,114.0,8.0,8.0,0.0,0.0,0.0,0.0,69.96,60.01,9.95,0.0,0.0,0.0,122.9,120.45,2.45,258.4,233.33,25.07,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,459.26,4.02859649122807,Normal_Hours
175158.0,GARDEN TERRACE AT OVERLAND PARK,OVERLAND PARK,KS,Johnson,91,2025Q1,2025-01-13,143.0,8.0,8.0,0.0,24.65,24.65,0.0,42.63,42.63,0.0,0.0,0.0,0.0,76.34,76.34,0.0,435.2,435.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,586.8199999999999,4.103636363636364,Normal_Hours
345439.0,"PEAK RESOURCES - BROOKSHIRE, INC",HILLSBOROUGH,NC,Orange,135,2025Q1,2025-03-07,77.0,8.0,8.0,0.0,22.42,22.42,0.0,24.95,24.95,0.0,17.97,17.97,0.0,61.56,61.56,0.0,119.16,119.16,0.0,0.0,0.0,0.0,11.95,11.95,0.0,Valid_ID,Valid_Census,254.06,3.2994805194805195,Normal_Hours
146020.0,GOLDWATER CARE ROSEVILLE,ROSEVILLE,IL,Warren,187,2025Q1,2025-01-29,53.0,8.0,8.0,0.0,16.0,16.0,0.0,12.9,12.9,0.0,0.0,0.0,0.0,34.35,34.35,0.0,98.08,98.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,169.32999999999998,3.194905660377358,Normal_Hours
155158.0,LIFE CARE CENTER OF THE WILLOWS,VALPARAISO,IN,Porter,127,2025Q1,2025-02-06,62.0,8.0,8.0,0.0,16.0,16.0,0.0,41.17,41.17,0.0,7.85,7.85,0.0,36.39,36.39,0.0,101.09,101.09,0.0,0.0,0.0,0.0,14.38,14.38,0.0,Valid_ID,Valid_Census,210.5,3.3951612903225805,Normal_Hours
375423.0,ELMWOOD MANOR NURSING HOME,WEWOKA,OK,Seminole,133,2025Q1,2025-01-17,39.0,8.0,8.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,40.0,40.0,0.0,76.53,76.53,0.0,0.0,0.0,0.0,16.13,16.13,0.0,Valid_ID,Valid_Census,125.7,3.223076923076923,Normal_Hours
335797.0,THE OSBORN,RYE,NY,Westchester,119,2025Q1,2025-03-06,80.0,7.5,7.5,0.0,35.5,35.5,0.0,48.5,41.0,7.5,0.0,0.0,0.0,55.25,39.75,15.5,204.25,177.25,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,351.0,4.3875,Normal_Hours
675379.0,EVERGREEN MANOR,LONGVIEW,TX,Gregg,183,2025Q1,2025-02-15,64.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,33.8,0.0,0.0,0.0,0.0,67.77,67.77,0.0,92.43,92.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,194.0,3.03125,Normal_Hours
1.3999999999999998e+248,JOLIET TERRACE,JOLIET,IL,Will,197,2025Q1,2025-03-19,91.0,10.0,10.0,0.0,0.0,0.0,0.0,31.7,31.7,0.0,8.3,8.3,0.0,40.7,40.7,0.0,108.7,108.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,199.4,2.1912087912087914,Normal_Hours
275044.0,MOUNT ASCENSION TRANSITIONAL CARE OF CASCADIA,HELENA,MT,Lewis And Clark,49,2025Q1,2025-02-20,71.0,8.0,8.0,0.0,8.0,8.0,0.0,29.81,29.81,0.0,0.0,0.0,0.0,73.9,69.68,4.22,160.97,119.48,41.49,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,280.68,3.953239436619719,Normal_Hours
155131.0,MUNSTER MED-INN,MUNSTER,IN,Lake,89,2025Q1,2025-02-10,140.0,8.0,8.0,0.0,16.2,16.2,0.0,39.2,39.2,0.0,27.7,27.7,0.0,154.6,154.6,0.0,235.9,235.9,0.0,0.0,0.0,0.0,67.2,67.2,0.0,Valid_ID,Valid_Census,481.6,3.44,Normal_Hours
366432.0,SANCTUARY POINTE NURSING & REHABILITATION CENTER,CINCINNATI,OH,Hamilton,61,2025Q1,2025-01-19,108.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,84.33,77.5,6.83,216.7,216.7,0.0,0.0,0.0,0.0,11.9,11.9,0.0,Valid_ID,Valid_Census,336.03,3.1113888888888885,Normal_Hours
515137.0,BERKELEY SPRINGS HEALTHCARE CENTER,BERKELEY SPRINGS,WV,Morgan,65,2025Q1,2025-02-17,100.0,8.0,8.0,0.0,8.0,8.0,0.0,29.25,29.25,0.0,7.0,7.0,0.0,106.25,80.25,26.0,168.0,150.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,326.5,3.265,Normal_Hours
335798.0,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,UNIONDALE,NY,Nassau,59,2025Q1,2025-01-01,249.0,0.0,0.0,0.0,0.0,0.0,0.0,132.5,94.74,37.76,0.0,0.0,0.0,140.37,61.46,78.91,535.88,498.48,37.4,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,808.75,3.247991967871486,Normal_Hours
15315.0,"RIDGEWOOD HEALTH SERVICES, INC.",JASPER,AL,Walker,127,2025Q1,2025-02-19,82.0,7.5,7.5,0.0,16.33,16.33,0.0,35.84,35.84,0.0,18.26,18.26,0.0,80.75,80.75,0.0,96.45,88.45,8.0,18.99,18.99,0.0,26.97,26.97,0.0,Valid_ID,Valid_Census,255.13,3.111341463414634,Normal_Hours
155714.0,OAK VILLAGE,OAKTOWN,IN,Knox,83,2025Q1,2025-02-15,29.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,14.1,0.0,0.0,0.0,0.0,12.0,12.0,0.0,50.6,50.6,0.0,11.1,11.1,0.0,12.0,12.0,0.0,Valid_ID,Valid_Census,76.7,2.6448275862068966,Normal_Hours
135077.0,SKYLINE TRANSITIONAL CARE CENTER,BOISE,ID,Ada,1,2025Q1,2025-01-08,59.0,9.0,9.0,0.0,18.02,18.02,0.0,20.71,20.71,0.0,0.0,0.0,0.0,56.31,56.31,0.0,79.52,79.52,0.0,60.81,60.81,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,183.56,3.111186440677966,Normal_Hours
165440.0,WINSLOW HOUSE CARE CENTER,MARION,IA,Linn,113,2025Q1,2025-02-09,42.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,26.5,0.0,0.0,0.0,0.0,11.75,11.75,0.0,82.35,58.75,23.6,0.0,0.0,0.0,7.5,7.5,0.0,Valid_ID,Valid_Census,120.6,2.8714285714285714,Normal_Hours
